name,description,category,address,city,availability,rating,image1,image2,image3
Tulip Garden Srinagar,Expansive tulip garden with different species of flowers & colorful blooms in the spring.,Garden,"Jammu and Kashmir, Cheshma Shahi Rd, Rainawari, Srinagar, Jammu and Kashmir 190001",Kashmir,Closes soon. 5pm. Opens 8am,4.5,https://lh3.googleusercontent.com/p/AF1QipMVQKlD58s2N-dhBmnN4pU8ARNYdVuLRJtWADVg=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipM_D0X7KWuDRrxO3PKEK4CpGHyEdNk45DRxS8fZ=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMfiYRuPTdXtAEiPCsPilwVL1REbekN5OmhbcC9=s294-w294-h220-k-no
Mangla Dam,"Huge dam on the Jhelum River for irrigation & power, with boating on its large reservoir.",Dam,Not Available,Kashmir,Not Available,4.469879518072289,https://lh3.googleusercontent.com/p/AF1QipPVa3y_LNkS6gpUY0aK8KAVO--dO1719djzEzFU=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPwTFvWdn99guK6lVHrU0_EDhR4Madku_JwvvSP=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipO4B9RjPCKAVgI7HnApdTrrVlDfPjPTMX_PQtZN=s294-w294-h220-k-no
Pir Chinasi,"Sweeping views are offered from this shrine atop a 9,500-ft. mountain, also a spot for paragliding.",Mountain Peak,Not Available,Kashmir,Not Available,4.7,https://lh3.googleusercontent.com/p/AF1QipNy8d2qx2-80HPo9ZS8i-gKadEuA_9t-aHXyEBS=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPpYzGDEwHamLZp3r8g-8f9yIlBaXH91YblD_zm=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMKgg_hZTiGlv8uzXpODVGooUfhN8yMF0cFurhk=s294-w294-h220-k-no
Wadiy e Hajan,Many movies were filmed in this serene valley with a river & green meadows surrounded by mountains.,Park and Garden,"Pahalgam, Hajan, Jammu and Kashmir 192126",Kashmir,Closed. Opens 8am,4.6,https://lh3.googleusercontent.com/p/AF1QipM1qlKQ0JMd9oDd5OGVjBsyZUyvJKWp_43P2Ds=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPehbu_l00q9qztv8HvNXzwZ-96r-r0cCYbL2fI=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipO4aA-qsFEvnbx6S0rkSZt3Xd2VlmLF-xXh4rsw=s294-w294-h220-k-no
Arang Kel,Not Available,Locality,Not Available,Kashmir,Not Available,4.469879518072289,https://lh3.googleusercontent.com/p/AF1QipMQRqUposiDyQdSeBMH_qY1FHiCGpaTqZ6u1Lgy=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMYIXzC2tysxdW0hEMbICtRBBFjf53kgZC4JpGT=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipP6t4NcnMfGN6WwknEL-Kg3OtoEdJYaciVt0h3Q=s294-w294-h220-k-no
Doodhpathri,"Meadow-covered valley in the Himalayas, known for summer wildflowers, pine trees & mountain views.",Tourist Attraction,"Beerwah, Forest Block, 185102",Kashmir,"Closes Soon, 5pm. Opens 7am",4.5,https://lh3.googleusercontent.com/p/AF1QipMHT7fTatjX4uWkcMizg0xudyvJpzxi_SK8m7gJ=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipP1d9XNUwobytxKBqWiaSyao8dMGW1crM0jcYgJ=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNaiP8tXqMcds3QVlPGa6OG1mQnif-_L6fv08Q6=s294-w294-h220-k-no
Shri Amarnath Cave Temple,"Hindu temple with a cave shrine featuring a massive, famous ice stalagmite formed in the winter.",Hindu Temple,"Baltal Amarnath Trek, Forest Block, Pahalgam, Jammu and Kashmir 192230",Kashmir,Not Available,4.5,https://lh3.googleusercontent.com/p/AF1QipPlQ8yI_CsiVk3SF1m2Faf3rkJWQvzDVmU6ndyh=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMQOacJIsA3HJbIVX6BW-oETCqvPxwmNBS-1JaS=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPDhiX0d9kHWVJO0u6YJ7CkQHnO9QeH8Mys769Z=s294-w294-h220-k-no
Leepa Valley,Not Available,Ravine,Leepa,Kashmir,Not Available,4.3,https://lh3.googleusercontent.com/p/AF1QipO9aXosGjkuX_-bxEeUnnuIjl50LntWKiUs_x_d=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipP9avwuxsI0TEuiW7lUlpsLvWCVSeVz8oizsa6n=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipP0jJaF7Q-if_-NtcHoPMwGEmVCGrf8OGigqDhC=s294-w294-h220-k-no
Sinthan Top,"High pass, accessible only in summer, passing through snow-capped mountains at 12,000 ft.",Tourist Attraction,"NH 1B, Daksum, Jammu and Kashmir 192202",Kashmir,Open Now,4.7,https://lh3.googleusercontent.com/p/AF1QipMl5NPYTAct2G8spuWhtxwEOTS0YxeNnmVHtT8=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOCBm56lAgkVuDaL_0semfiz_0xxAN5GhC4VWP4=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipM3CBPXf-ZH5c9OW41eE3RtnXQgl5L8dDVHB-P7=s294-w294-h220-k-no
Gurez Valley,Not Available,Neighborhood,Forest Block,Kashmir,Not Available,4.469879518072289,https://lh3.googleusercontent.com/p/AF1QipOWDHflZoeCVFFgvP9ElYMRU9nlrcvayaLOPTY=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMvUnYQurp9NjuoTcKHzCgYehLEko0OPP3Eqwlr=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNQaXQQPQdx8If6HZy7reLuK2tO7OoaqVJfhq2-=s294-w294-h220-k-no
Ramkot Fort,Not Available,Building,Bheli,Kashmir,Not Available,4.469879518072289,https://lh3.googleusercontent.com/p/AF1QipM4WK9F9Rqggovf2pvumeSHkQUTasodGmtSHeHA=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNsSqt1_8wnuVO3ejrjuYWdFsz5qGH0vTmowjvL=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNZYYO-bRx2f5BWHiBIffuQu2LX77yciLgBque6=s294-w294-h220-k-no
Red Fort Muzaffarabad,Not Available,Fortress,"Neelum Road, Muzaffarabad",Kashmir,Closes soon. 5pm. Opens 9am,4.2,https://lh3.googleusercontent.com/p/AF1QipMOIsjgqJHngM9lheMcZg5IxsFujyisWKpUUfkI=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMEt4SxAJC-xrPyZYR-ENhEs_SeH5F4X34KKX9A=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPKQceROcJVY9oHl0kblaPq8nnYz9RHcvglLfKi=s294-w294-h220-k-no
Shounter Lake,Not Available,Lake,Not Available,Kashmir,Not Available,4.8,https://lh3.googleusercontent.com/p/AF1QipOmNDpOsyM6IeZma929F9HS0pdXgKlo3c0UOF4z=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOShcAY-SB-gFhyQf5HZvl36bwFPj34lG0W75Ut=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMK7yeTn2bX2To1uBKUq_kb1Ar3TfUORx3ANQmU=s294-w294-h220-k-no
Thajiwas Glacier,Not Available,Tourist Attraction,"873V+769, Sonamarg, Forest Block, Jammu and Kashmir 191203",Kashmir,Not Available,4.5,https://lh3.googleusercontent.com/p/AF1QipPEw_JnFid4RV4Li-wMWuzCXsJIXGa28o5LqjIG=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOziWRTOxMFJJwTYPyqTQkxBFJoJCNmPKMInXyK=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMBpzzoGVe2sNA47RuBLJUDPrIkdil5zyMgWzcv=s294-w294-h220-k-no
Afarwat,Tall mountain peak popular with skiers & adventure travelers with a gondola ski lift for visitors.,Mountain Peak,Not Available,Kashmir,Not Available,4.6,https://lh3.googleusercontent.com/p/AF1QipP4tGBiAa0lOwQHxxER4Bpkhk-11UvV8cXClHQY=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNgN_7WqVd3oTSvFdcuddW02haCwiqXkjXxwtH2=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipO8o5StlZskChOA252DAV4OyE-NAxEDq1ryLwVa=s294-w294-h220-k-no
Ganga Mountain,Not Available,Mountain Peak,Not Available,Kashmir,Not Available,4.8,https://lh3.googleusercontent.com/p/AF1QipMd04RpIU7gG2z2B87XrrEZYfXeYnio1ixHNeAB=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOKhC2DC2Mfm9LC8018TWMspJ84mO6jELQndDV9=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNWSjVDYaTPfLakiwWox94RyqP8qZzl4jk21Z2E=s294-w294-h220-k-no
Aru Valley,Not Available,Tourist Attraction,"37R7+R7W, Pahalgam, Aru, Jammu and Kashmir 191203",Kashmir,Open Now,4.5,https://lh3.googleusercontent.com/p/AF1QipPnEQNLe8ZZVprtb2ZFk9HtClyWwHptgLZuATAx=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPrQKBpictpk5t6DSoRWM8o0FjrBWacVykmhkQk=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMUQl1ehPMPpvfBdey_94hSfUCRY3KLIyX4oCxx=s294-w294-h220-k-no
Neelam River,Not Available,River,Muzaffarabad,Kashmir,Not Available,4.6,https://lh3.googleusercontent.com/p/AF1QipPORKaR7iIp69OuCToLhP8n-P-oJHIt1qjUrhsC=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNpcAs1UCck1WyWM6sB3UT2jQR-Y3ciRSwPa15D=s220-w165-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMrUc90ev77NXr86uQgvPWVy0BnYY-bJxqQ8VUU=s294-w294-h220-k-no
Chitta Katha Lake,Steep trek to a tranquil high-altitude lake surrounded by wildflower meadows & towering mountains.,Lake,Not Available,Kashmir,Not Available,4.9,https://lh3.googleusercontent.com/p/AF1QipOFEf69EUVoHFGYBwncoi6YXcxnZ_qRMyVM4J9Q=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipM4uXh3YdNR-nR0McVCznK_IU5cYZJAoX3kaSuD=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNwz8F1lZ2sf8ay5sNIpY1P2AOskmx0-sP-RzyR=s294-w294-h220-k-no
Nigeen Lake,"Tranquil 1.7-mile-long lake with a mountain backdrop, houseboats & restaurants on its leafy shores.",Lake,Srinagar 190006,Kashmir,Not Available,4.6,https://lh3.googleusercontent.com/p/AF1QipMky7Dw_YyAUqO2j-whqn0qPq1UBNela0YKJNgV=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPEUfG9RtMxSH0fxbeVYWQGAL3bsvq4HY-Oq6HJ=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNkLjVhHFKCyYiwVFcj7qKmoV7t3u87ADFBW1s1=s294-w294-h220-k-no
Jhelum Valley,Not Available,Ravine,Hattian Bala,Kashmir,Not Available,4.8,https://lh3.googleusercontent.com/p/AF1QipM4CnbdyVu3jfEUHO_krhVoSz85ZCz3yZLDrS0q=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNpWic6i29RZGLW_ZO4nUpQ7vTHJBRUMDQlAutS=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipN1xypNQF0KZWobZC8aoKpWWNvLuGP1vUG1yKHw=s294-w294-h220-k-no
Yousmarg,Not Available,Tourist Attraction,"Yousmarg, Forest Block, Jammu and Kashmir 191112",Kashmir,Open 24 Hours,4.3,https://lh3.googleusercontent.com/p/AF1QipOL1-Vxd-A1VT6EfzYYTB2rInCjushQ9vkP16i5=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMMPX7RTmgcyL0Xg5v7QHsO2zFyGhhT19k9fcxj=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNGdQ8Rkvq7XeJX9mxZy9Q5_lA_Q9ZJ0tZoYo7Z=s294-w294-h220-k-no
Mangla Fort,Not Available,Fortress,"4JJR+GGR, Mangla Hamlet, Azad Jammu and Kashmir",Kashmir,Open now,4.3,https://lh3.googleusercontent.com/p/AF1QipOe2sp_ZwqQsgTi-DiS9-QEjGigzLkOTpKr1eyw=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPrOg3VSgss-uFQzNJNCr8rn0ekoxlJ6tqmTYIG=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipN4-t0IAcU5g8ydLgA3580D2xlVSG3PX99m6whW=s294-w294-h220-k-no
Shalimar Bagh Mughal Garden,"Sprawling Mughal garden complex featuring numerous terraces, channels & richly landscaped greens.",Garden,"Chinar chowk, Shalimar, Srinagar, Jammu and Kashmir 191121",Kashmir,Open,4.4,https://lh3.googleusercontent.com/p/AF1QipNE-pITRmnwiuyhSWbE-iH3CJNzgSlzbzn7CFNP=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOOoLUP98EODAkDsnmAAchvG9n5sWtniuzwWK6B=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMVc69D3ihtyPvsnAnNbbx-XAHl8uqDx1kIezY-=s294-w294-h220-k-no
Drung Waterfall,Not Available,Tourist Attraction,"Drung, Jammu and Kashmir 193402",Kashmir,Open Now,4.3,https://lh3.googleusercontent.com/p/AF1QipPsmfz_b2Od6mv_YFuK9lJMFTV5sIBmBrXFz_qv=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMxltp2f-do96oum1qArhFKku-shkShxX4-lKIv=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNUqvIj8F7Fhv-maMut9zU7wEXqr4AOR8GZjqk4=s294-w294-h220-k-no
Dal Lake,"Recreational lake featuring colorful houseboats, shoreline gardens, parks & trails & boat rides.",Lake,Srinagar   ,Kashmir,Not Available,4.7,https://lh3.googleusercontent.com/p/AF1QipPtfpBw5vdOs3Uh1cs6n63BJVIqWPXG6kszgWZP=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipN2I0iwVZCNy8GUlsEtvGkA3yv02uhDqCq_sXpX=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipMhrl1qMvaG-4hX3voSvBMAPkagAxAGjT2AVDnK=s294-w294-h220-k-no
Pindi Point (Chair Lift) Murree Hills,Not Available,Tourist Attraction,"V9VH+58Q Station Road, Pindi Point, Murree, Rawalpindi, Khyber Pakhtunkhwa",Murree,Closes soon. 5pm. Opens 8am,4.3,https://lh3.googleusercontent.com/p/AF1QipMi73YKzM0qrjqYagWTZhLWdVMXyQXVBLIlDYjK=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipO5hvESbe-0TOt5bmfNq3J1j_UZbAf8WbWH1WXT=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipME0FuM4HVXIklth5V5Lv9vsWgLlzBE4BYB9hBt=s294-w294-h220-k-no
Kashmir Point,Visitors hike wooded trails or catch the Murree Safari Train to this viewpoint in the Kashmir Hills.,Colloquial area,"Murree, Rawalpindi, Khyber Pakhtunkhwa",Murree,Not Available,4.469879518072289,https://lh3.googleusercontent.com/p/AF1QipPUH7F2eJ-ZKNxwtRyy0LB8zTYbgogEZYqET29e=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipO8oE2N_-k9au40g7F4AjBrJQR8bxFxL5xVunzP=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOneUUjLFe3xmR3cax91_gCtOOl0L3KPjVFxptl=s294-w294-h220-k-no
Mall Road,"Bustling hill-station main street with hotels & stores selling garments, toys, food & jewelry.",Route,"Murree, Rawalpindi, Khyber Pakhtunkhwa",Murree,Not Available,4.469879518072289,https://lh3.googleusercontent.com/p/AF1QipOz_BIiNpQ13xw63tkeyFjLOC7x6rB4Avzi-K2r=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipP76ZfGKKxhPb2Fjx6XDZffU7ISjc-4ieB3IN9J=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOAynDFi2kGG65R7P3Y33DrCZ3-flZkhzCUVS-Z=s294-w294-h220-k-no
Sangrela Natural Water Park and Hotel,Not Available,Park and Garden,"Islamabad - Murree Expressway, Bastal Mor, Murree, Rawalpindi, Punjab",Murree,Open. Closes 7:30pm,4.3,https://lh3.googleusercontent.com/p/AF1QipONclwvRAYN2hHW4SbZblSdG39GGcHbM9AS49oT=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOUg4Ry9_Ik2q_5nebbHwR0HsS1AHZoTA3TTNL9=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPFZVOZGbd8IOd88gzALQPp4ca3OsXxTowaexd2=s294-w294-h220-k-no
New Sozo Adventure Park Murree Pakistan,"Sprawling water park with a women's-only section offering numerous thrill rides, slides & pools.",Amusement Park,"VCQJ+RMJ, Sozo Park road, Lower Tropa, Rawalpindi, Punjab 44000",Murree,Open. Closes 8pm,3.9,https://lh3.googleusercontent.com/p/AF1QipMMgW1NoQDxRDPBijMwjnAEkmwRQlGrTmG7G-WH=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipP74OQzhcTY-cSS8fSRXgQ0q03U8NuyvBGcxXiY=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPnHcO3eDcyNmof_L5b9RjgZ4rHwcBR_ztx5EU1=s294-w294-h220-k-no
TDCP Patriata Chair Lift and Cable Car,"Elevated forest area with populations of monkeys & leopards, accessible by cablecar or chairlift.",Tourist Attraction,"Gulehrra, Gali Bazar, Patriata",Murree,"Closes soon, 5:30pm. Opens 10am",4.4,https://lh3.googleusercontent.com/p/AF1QipPzckgKncCkeFowXQGORDbs3_VSNKlC2zngrRsZ=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPAjUg1MDZeKR34_HkzVDuNF9x6KpbcbhxsnBWz=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNb2jgneqiQ7S1ow9D2EonS9GcaYDx_UjATVaZW=s294-w294-h220-k-no
Chattar Park,Not Available,Park and Garden,"Kashmir Road, Old Murree Road, Islamabad 44000",Murree,Open. Closes 8pm,3.9,https://lh3.googleusercontent.com/p/AF1QipMfap2gh6gGvtBvSmkisnuZMUL79piVnpUTrsc3=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipOrVkXb27m73xWQJR2A8LZJRlHGix8MsvY4wo3A=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPV_RXS8hQa2Q7tTvYefeQ8WgdSg03rV_3okNJg=s294-w294-h220-k-no
PIA Park Murree,Not Available,Park and Garden,"WC52+QFR, Club Rd Bagh Shaheedan, Murree Cantt, Rawalpindi, Khyber Pakhtunkhwa 47150",Murree,Open. Closes 8pm,4.3,https://lh3.googleusercontent.com/p/AF1QipOdPM7KI4aFm06_EMsaZwkHnDpw3Yvu75NlmSb0=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipP74SFb22KiaesqSIagQtd_TKAqUTrG9YZe1hmP=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipNyUzk4-rVNiwGEhQlPlvQF-BpiDB7x1K4MYwi3=s294-w294-h220-k-no
Murree Wildlife Park,Not Available,Wildlife Park,"V9Q9+W85, Ghora Gali Road, Ghora Gali, Rawalpindi, Khyber Pakhtunkhwa",Murree,Closed. Opens 9am,4.2,https://lh3.googleusercontent.com/p/AF1QipNCR4J5zUYUy7tSLq5AP3zcdomAAPOQLO-Et9fZ=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipPmgM1tyMjI0gQWkkCh_eUgsc_HBstc2Bumt4hL=s294-w294-h220-k-no,https://lh3.googleusercontent.com/p/AF1QipORPb8AIU5zJ7nS6UT7QlHWwMpAGN4TZ-y4Z0X4=s294-w294-h220-k-no
Hunza Valley,The Hunza Valley is a mountainous valley in the northern part of the Gilgit-Baltistan region of Pakistan,Valley,Not Available,Hunza,Not Available,4.469879518072289,https://lh5.googleusercontent.com/p/AF1QipP1v1oCDRoQaNKol4SQ__s9lZotz_lZVbdsm2Cm=w540-h312-n-k-no,https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcQKvLfVVOk7YgL6P-EyCGMr4hc7xxrPtwwKxip3HgS0_-xya4Jyc2cEGXNufSL_AYuBNCi7UJF59wVLGHUMrKCRDjLoksagGRm_LBfItOI,https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcQonpFy6lHbE3IW1g6-2XWM7Hn1Zqbay7BoGqS6rTpcCAUXO9Yc-UPebroHd5BsGJp5n8WWe0qMN6rBt2JLdGHcowGpDIITt7wyr4nqww
Altit Fort,"Altit Fort is an ancient fort in the Altit town in the Hunza valley in Gilgit Baltistan, Pakistan. It was originally home to the hereditary rulers of the Hunza state who carried the title of 'Mir', although they moved to the somewhat younger Baltit fort nearby three centuries later",Tourist Attraction,"Altit Fort, Hunza, Altit, 15710",Hunza,Closes soon. 6pm. Open 9am,4.6,https://encrypted-tbn2.gstatic.com/licensed-image?q=tbn:ANd9GcTGtwBVkhV8I2Xt8fSynuJ-qt6Ia8XTKxMb6IeNflizLbLho2wtcTsB11EWoU01_K_b0iq6pb1O5Qjx3Yl7z15b7Iy8BiG8OP_Z69PBcQ,https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcSaWvUivmRjFDJV36DCoYI-TkCr1riLtvyWM1Na65eucKH4ZV7ukt6HQ4EU3RHTnvzUDzr43aq6Gv8po8riTYboPc9F6u-oFe8wCUNSEA,https://encrypted-tbn2.gstatic.com/licensed-image?q=tbn:ANd9GcTzY8BHPvDwKS4S2ByRZR1gKgRrsH24M2_EjOXbI4AC0gUzb3B6pKSqtPcOLwfHHK7ycRYLnOuON7DFW-RsMocIkD-dNEr41Q0jH6olyQ
Attabad Lake,"Attabad Lake Gojal is a lake located in the Gojal region of Gilgit-Baltistan, Pakistan. It was formed in January 2010 when a significant landslide impounded the water the Hunza River in Attabad",Lake,"Gojal, Gilgit-Baltistan, Pakistan",Hunza,Not Available,4.469879518072289,https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcT_CnmsUBtiRaq22_gcXxj8-kPNaoKgHfWjh0IAC9kDrN1fDXMco1UOU5G4Sg6QfCg7lLjIvu2UDzIAUVPGvFGXmDwUEgpJJz9qLElAvA,https://encrypted-tbn2.gstatic.com/licensed-image?q=tbn:ANd9GcTclP36sjZfX9i_gT2eqzINCCfB5UL9ljc5li-yVAJ5K767mxy6z2LjZpZAT91EPraw13S333HIz91NlyAX6SId31rW8E_Sygd70ySHMw,https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcQwu8GXYOyYjGj6H6QGDAqkhflt7rJ8t3otZyNiJftCXd1l18e2XYmUTvtbxUds3vnABYtRVygL_ISRwZB5A4vgcjuuPfdkkYiOL--awQ
Hussaini Hanging Bridge,Not Available,Tourist Attraction,"Village Hussaini, Gojal, Gilgit, 15750",Hunza,Closes soon. 6pm. Open 8:30am,4.7,https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcR71YRHtuQ6JJXzXba12SQoL2ERCGRwza4FoAOs49CwK0S-0EKx3jEbp-Nz56bs3ocDRj74DajyYBmmxGqriIdw6NF5d7pKUdiXSwBfeg,https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcR0Yw2oXq9JXsf-Qjhu3JKgjMOD1Cx4fyOsFDvpFgx2lBE5c1nhN_H-sMdoj35SIhPbr27UBy5ZeSbWyzAs-PbVyovJsqltIV_I1sBZUg,https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcSp9jsArTkSabk6qKxzwD0VldYy-RhCX8fVUJPOfXeaJPIcuWM1dIdrrI_69IJZOok6Q_TVL-R-SUGbtD4HX7JnOOFjn4gVzOxB1nNCOQ
Kunjerab Pass,"Khunjerab Pass is a mountain pass in northern Pakistan that lies at an elevation of 4,693 metres above sea level. It is located in the Karakoram and holds a significant strategic position on the northern border of Pakistan, specifically in the Gilgit-Baltistan's Hunza and Nagar Districts",Mountain Pass," Hunza-15801, Pakistan - administered Gilgit–Baltistan / Xinjiang, China",Hunza,Not Available,4.469879518072289,https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcQ6w5YE4PhuC3A2gRD1mPAazoI593P6iKRzVo8HLn0JAZxGImfQBHT6NWVI6Z_B7eRSqsKzBCjXFy2BCI2PeHMjdzyR9jPLjoG0vYjqQw,https://encrypted-tbn2.gstatic.com/licensed-image?q=tbn:ANd9GcT-VPc6-TdsZrLPYWtJCIdhDW_2-dB_BLarfYVNDG0HAF3KvzXu4PqbXZp7Uyy7kAfyTpURarQs9kYDP3dt8NNECGFwWABqh_hd5HMLTQ,https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcRCew-ow_Zo6rcA2ZIZy1bCbSJXml94m2OIayVqcYeKDY2PkO5H8-GaQkxhC29G23IxyKyNcomm50vTE3D9wLKB6Sy2RXx0RfJkEeevrQ
Passu Glacier,"Passu Glacier is situated in the south side of Passu village, in Gilgit-Baltistan, Pakistan. Passu Peak is situated behind the glacier. This glacier is linked with Batura Glacier and many other glaciers in Batura Muztagh mountain range.",Glacier,Not Available,Hunza,Not Available,4.469879518072289,https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcQdHik0ahJ1-9gDCP27-QbLtE4SgSLVGdTMDV1hJn8E9z8ZEw4DnbSTTY0c3mRuQukEa4OJgss_GTNebGvbiJ2h9OgxBrgc8HA5CslopA,https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcTGkMyExvhWk7R4IX-w2ZbZ-RcVbY2jUp_p1xr5_UAOtuzkwT9fQknfNyAqGRBdeNRcbBaAz0GXYhDA7zNzolOWxhIaw6WXO4mf8xELMQ,https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcQDm3irGEzxOCBevXMjI0Ok--WeVdJvX5NAwnOe9FhXJz3RMnRgZfT8cPOx22ewzUQlwikv1RzjjsbMqGbAx2-sg64Rc64YJstmrQSaNw
Borith Lake,"Borith Lake is a lake in the Hunza Valley in the Gilgit–Baltistan region of northern Pakistan. Borith lies about 2,600 metres above sea level.",Lake,"Hunza Valley, Gilgit-Baltistan",Hunza,Not Available,4.469879518072289,https://lh5.googleusercontent.com/p/AF1QipOy9oU59KSC1OMOY03xTwDicfwmSH3Ax3kzJfe8=w540-h312-n-k-no,https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcQHJ7U5j3JcPn3TYUiuWn9Vmjo-mMjGsh8eb3iyC4OjLK4U14DZRejr09mQGPJzPaNWv41-iVjmDBK4j0t_Wl1Z-zjN-njve56qxvBf-xg,https://lh5.googleusercontent.com/p/AF1QipOXfa4Ym4iWznbcGcifcW--yb85Za2-T3gdBumd=w540-h312-n-k-no
