address,ishostedbysuperhost,location_lat,location_lng,name,numberofguests,pricing_rate_amount,pricing_rate_amountformatted,pricing_rate_currency,pricing_ratetype,primaryhost_firstname,primaryhost_hasprofilepic,primaryhost_hosturl,primaryhost_id,primaryhost_languages_0,primaryhost_languages_1,primaryhost_languages_2,primaryhost_languages_3,primaryhost_membersince,primaryhost_responserate,primaryhost_responsetime,primaryhost_smartname,roomtype,stars,primaryhost_about,identity_verified,review_count,identity_verified_1,review_count_1
"Rawalpindi, Punjab, Pakistan",True,33.56601,73.1173,Luxurious 1 BHK at Top location of Twin Cities!,4.0,45.0,45.0,USD,nightly,Jawad,1.0,https://www.airbnb.com/users/show/149566729,149566729.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.99,within an hour,Jawad,Entire place,4.95,"I am a Businessman. Airbnb was my side-business, but now looking forward to take it on new levels. Giving Luxury and comfortable stay to my guests is my first priority here.",False,499,True,0
"Rawalpindi, Punjab, Pakistan",True,33.56726,73.11643,Luxurious 1BHK at Top location in Twin Cities,4.0,45.0,45.0,USD,nightly,Jawad,1.0,https://www.airbnb.com/users/show/149566729,149566729.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.99,within an hour,Jawad,Entire place,4.8,"I am a Businessman. Airbnb was my side-business, but now looking forward to take it on new levels. Giving Luxury and comfortable stay to my guests is my first priority here.",False,499,True,0
"Rawalpindi, Punjab, Pakistan",True,33.56711,73.11655,Luxurious 1BHK at Top location of Twin Cities,3.0,46.0,46.0,USD,nightly,Fawad,1.0,https://www.airbnb.com/users/show/435166365,435166365.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Fawad,Entire place,5.0,Not Available,False,16,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",True,33.56725,73.11701,Luxurious 1BHK at Top location of Twin Cities!,3.0,50.0,50.0,USD,nightly,Jawad,1.0,https://www.airbnb.com/users/show/149566729,149566729.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.99,within an hour,Jawad,Entire place,5.0,"I am a Businessman. Airbnb was my side-business, but now looking forward to take it on new levels. Giving Luxury and comfortable stay to my guests is my first priority here.",False,499,True,0
"Rawalpindi, Punjab, Pakistan",True,33.56506,73.11609,Luxurious 2 Bed Apartment Bahria Town,6.0,80.0,80.0,USD,nightly,Sohail,1.0,https://www.airbnb.com/users/show/171315176,171315176.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Sohail,Entire place,4.89,"I have started this venture Holidazzle Serviced Apartments & Suites. Putting in the best of our travel experiences and demands of our regular travellers. 

Hopefully you will have a best experience at our place and would love to host our guests from across the world.",False,67,True,0
"Lahore, Punjab, Pakistan",False,31.41226,74.18033,Luxurious 2-Bedroom Home with Executive Lounge,6.0,57.0,57.0,USD,nightly,Asif,1.0,https://www.airbnb.com/users/show/273071029,273071029.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Asif,Entire place,4.75,I love serving,False,8,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",True,33.56614,73.11754,Luxurious 2BHK at Top Location in Twin Cities!,8.0,78.0,78.0,USD,nightly,Jawad,1.0,https://www.airbnb.com/users/show/149566729,149566729.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.99,within an hour,Jawad,Entire place,4.86,"I am a Businessman. Airbnb was my side-business, but now looking forward to take it on new levels. Giving Luxury and comfortable stay to my guests is my first priority here.",False,499,True,0
"Rawalpindi, Punjab, Pakistan",True,33.55482,73.12792,Luxurious 2BHK at Top Location of Twin Cities!,6.0,71.0,71.0,USD,nightly,Jawad,1.0,https://www.airbnb.com/users/show/149566729,149566729.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.99,within an hour,Jawad,Entire place,4.94,"I am a Businessman. Airbnb was my side-business, but now looking forward to take it on new levels. Giving Luxury and comfortable stay to my guests is my first priority here.",False,499,True,0
"Lahore, Punjab, Pakistan",False,31.52743,74.33343,Luxurious 505,4.0,46.0,46.0,USD,nightly,Maliha,1.0,https://www.airbnb.com/users/show/257936540,257936540.0,English,ਪੰਜਾਬੀ,Punjabi,Pashto,Not Available,0.95,within an hour,Maliha,Entire place,4.82,Not Available,False,73,True,0
"Lahore, Punjab, Pakistan",False,31.53076,74.3267,Luxurious 508,4.0,57.0,57.0,USD,nightly,Maliha,1.0,https://www.airbnb.com/users/show/257936540,257936540.0,English,ਪੰਜਾਬੀ,Punjabi,Pashto,Not Available,0.95,within an hour,Maliha,Entire place,5.0,Not Available,False,73,True,0
"Lahore, Punjab, Pakistan",False,31.52865,74.32848,Luxurious 509,4.0,46.0,46.0,USD,nightly,Maliha,1.0,https://www.airbnb.com/users/show/257936540,257936540.0,English,ਪੰਜਾਬੀ,Punjabi,Pashto,Not Available,0.95,within an hour,Maliha,Entire place,5.0,Not Available,False,73,True,0
"Lahore, Punjab, Pakistan",True,31.45929,74.36607,Luxurious Hide Out “02” Deluxe Family room in LHR.,2.0,24.0,24.0,USD,nightly,Hassan,1.0,https://www.airbnb.com/users/show/326247843,326247843.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Hassan,Private room ,4.65,"Hello Guys! 

I've been working around different areas of the world and my job was related to customer services. Just came back recently and started this project to serve the customers with international standards.
So if you are looking for healthy staying place with comfortable environment and friendly hosts, look no more.  Our passion is to serve our guests with best possible ways and in best possible prices.",False,436,True,0
"Lahore, Punjab, Pakistan",True,31.45951,74.36479,Luxurious Hide Out “3”. An economical living!,2.0,23.0,23.0,USD,nightly,Hassan,1.0,https://www.airbnb.com/users/show/326247843,326247843.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Hassan,Private room ,4.94,"Hello Guys! 

I've been working around different areas of the world and my job was related to customer services. Just came back recently and started this project to serve the customers with international standards.
So if you are looking for healthy staying place with comfortable environment and friendly hosts, look no more.  Our passion is to serve our guests with best possible ways and in best possible prices.",False,436,True,0
"Lahore, Punjab, Pakistan",True,31.47793,74.3773,"Luxurious Hideout ""07"": Work ""n"" Play(30 MB Wi-Fi)",2.0,26.0,26.0,USD,nightly,Hassan,1.0,https://www.airbnb.com/users/show/326247843,326247843.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Hassan,Private room ,4.72,"Hello Guys! 

I've been working around different areas of the world and my job was related to customer services. Just came back recently and started this project to serve the customers with international standards.
So if you are looking for healthy staying place with comfortable environment and friendly hosts, look no more.  Our passion is to serve our guests with best possible ways and in best possible prices.",False,436,True,0
"Lahore, Punjab, Pakistan",True,31.46,74.366,Luxurious Hideout 08- Hoppers Haven,2.0,23.0,23.0,USD,nightly,Hassan,1.0,https://www.airbnb.com/users/show/326247843,326247843.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Hassan,Private room ,4.91,"Hello Guys! 

I've been working around different areas of the world and my job was related to customer services. Just came back recently and started this project to serve the customers with international standards.
So if you are looking for healthy staying place with comfortable environment and friendly hosts, look no more.  Our passion is to serve our guests with best possible ways and in best possible prices.",False,436,True,0
"Lahore, Punjab, Pakistan",True,31.46102,74.36541,Luxurious Hideout| Close to everything,2.0,23.0,23.0,USD,nightly,Hassan,1.0,https://www.airbnb.com/users/show/326247843,326247843.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Hassan,Private room ,4.79,"Hello Guys! 

I've been working around different areas of the world and my job was related to customer services. Just came back recently and started this project to serve the customers with international standards.
So if you are looking for healthy staying place with comfortable environment and friendly hosts, look no more.  Our passion is to serve our guests with best possible ways and in best possible prices.",False,436,True,0
"Lahore, Punjab, Pakistan",False,31.37108,74.18593,Luxurious Landing soundproof 1B Condo,2.0,25.0,25.0,USD,nightly,Muhammad Uzair,1.0,https://www.airbnb.com/users/show/300218854,300218854.0,English,ਪੰਜਾਬੀ,Punjabi,Pashto,Not Available,0.96,within an hour,Muhammad Uzair,Entire place,4.38,"Hi there! My name is Uzair & i have been living here in Lahore pas 10 years.
I am Entrepreneur running a textile business.i
I enjoy meeting new people and familiarizing myself with other cultures. This is, essentially, why I've decided to become a full-time Airbnb host. now I am working with Airbnb from 2019 with 7 listings.",False,85,True,0
"Lahore, Punjab, Pakistan",False,31.46762,74.41713,Luxurious modern home in the heart of Lahore!,2.0,57.0,57.0,USD,nightly,Nadia,1.0,https://www.airbnb.com/users/show/251684068,251684068.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Nadia,Private room ,5.0,Not Available,True,0,False,0
"Karachi, Sindh, Pakistan",False,24.90131,67.18252,"Luxurious place for guests, office environment.",4.0,23.0,23.0,USD,nightly,Abdul Qadeer,1.0,https://www.airbnb.com/users/show/345593601,345593601.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Abdul Qadeer,Shared room,5.0,I am a govt servant and also running a school at this place.,True,0,False,0
"Karachi, Sindh, Pakistan",False,24.90322,67.08023,Luxurious room in Gulshan-e-Iqbal near Stadium,6.0,68.0,68.0,USD,nightly,Parveen,1.0,https://www.airbnb.com/users/show/221673068,221673068.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within a few hours,Parveen,Private room,5.0,"Large spacious portion with 3 bedrooms, dining room and a full kitchen. Newly furnished. Secure, clean and well maintained. Located in the sprawling Gulshan-e-Iqbal, within short distance to major hospitals (Aga Khan Hospital and Liaquat National Hospital), national stadium, several eateries and shopping centres. A gym is located next to the building.

Located above a clinic, on the second floor. Has 1 large master bedroom that has in-suite bathroom, seating area and can accommodate up to 4 floor mattresses. The second bedroom has a king bed and a couch, whereas the the third bedroom has 2 single beds and can accomodate a floor mattress. Kitchen is fully equipped with stove, oven, microwave, refrigerator, and cutlery and crockery. A well lit terrace is also provided with outdoor seating. Bathrooms come with towels, shampoo, conditioner, body wash, and hair dryer(s). Smart TV in 1 room. High speed WiFi internet is available. There is free parking on the street, and secure paid parking can be arranged both on and off premises. A powerful generator is available for electrical outages at no additional cost.

Owners are friendly and hospitable, and prefer families. No smokers. No pets.

This comfortable suite is perfect for families and has everything you need to make you feel like at home.",False,11,True,0
"Karachi, Sindh, Pakistan",False,24.82745,67.07197,Luxurious Rooms Available,2.0,57.0,57.0,USD,nightly,Asim,1.0,https://www.airbnb.com/users/show/407012532,407012532.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Asim,Private room,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",True,33.65023,72.96974,luxurious Seperate Bed Room + Living+washroom 103.,2.0,18.0,18.0,USD,nightly,Khurram,1.0,https://www.airbnb.com/users/show/425466620,425466620.0,العربية,English,हिन्दी,Pashto,Not Available,0.98,within a few hours,Khurram,Private room,4.97,Not Available,False,51,True,0
"Karachi, Sindh, Pakistan",False,24.97273,67.13255,Luxurious Villa For Rent,11.0,82.0,82.0,USD,nightly,Shakeel,1.0,https://www.airbnb.com/users/show/426594832,426594832.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Shakeel,Entire place,5.0,"Hello! 

I’m Shakeel Ahmed",True,0,False,0
"Lahore, Punjab, Pakistan",False,31.3731,74.1926,LUXURY & CLASSY Appartment at BEHRIA TOWN LAHORE,3.0,33.0,33.0,USD,nightly,Umair,1.0,https://www.airbnb.com/users/show/287169115,287169115.0,Urdu,English,Punjabi,Pashto,Not Available,0.93,within an hour,Umair,Entire place,3.0,Not Available,False,30,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.68921,72.98193,"Luxury & Spacious 1BHK apartment, King bed + WIFI",3.0,48.0,48.0,USD,nightly,Tahir,1.0,https://www.airbnb.com/users/show/437869336,437869336.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Tahir,Entire place,5.0,Not Available,False,15,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.52601,73.14646,"Luxury 1 Bed Apartment, Beautifully Renovated",4.0,18.0,18.0,USD,nightly,Furqan,1.0,https://www.airbnb.com/users/show/433268232,433268232.0,Urdu,English,Punjabi,Pashto,Not Available,0.8,within an hour,Furqan,Entire place,3.78,Not Available,False,9,True,0
"Lahore, Punjab, Pakistan",False,31.35689,74.18149,"Luxury 1 Bed Room Apartment in Bahria Town, Lahore",3.0,33.0,33.0,USD,nightly,Abdul,1.0,https://www.airbnb.com/users/show/421226116,421226116.0,English,English,Punjabi,Pashto,Not Available,0.84,within an hour,Abdul,Entire place,5.0,"I've spent most of that time discovering all the local spots that are worth seeing, visiting, and going back to. I love this city and am willing share its best kept secrets with you! I've been a host for a number of years, so have lots of experience welcoming new guests into my home/Apartment.",False,18,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.69378,72.98376,Luxury 2 bed Appartment with balcony,4.0,60.0,60.0,USD,nightly,Ahmad,1.0,https://www.airbnb.com/users/show/398289948,398289948.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Ahmad,Entire place,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.70209,72.98214,Luxury 2 bed Soundproof apartment - Margalla view,4.0,66.0,66.0,USD,nightly,Muhammad Umer,1.0,https://www.airbnb.com/users/show/395291452,395291452.0,English,English,Punjabi,Pashto,Not Available,1.0,within an hour,Muhammad Umer,Private room,5.0,I am at a point in my life where I want to be very quiet.,False,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.70098,72.97368,Luxury 2 Bedroom,5.0,68.0,68.0,USD,nightly,Syed Mujtaba,1.0,https://www.airbnb.com/users/show/420410227,420410227.0,English,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Syed Mujtaba,Entire place,5.0,Not Available,False,7,True,0
"Lahore, Punjab, Pakistan",False,31.35738,74.18421,"Luxury 2 Bedroom Apartment in Bahria Town, Lahore",6.0,57.0,57.0,USD,nightly,Abdul,1.0,https://www.airbnb.com/users/show/421226116,421226116.0,English,English,Punjabi,Pashto,Not Available,0.84,within an hour,Abdul,Entire place,5.0,"I've spent most of that time discovering all the local spots that are worth seeing, visiting, and going back to. I love this city and am willing share its best kept secrets with you! I've been a host for a number of years, so have lots of experience welcoming new guests into my home/Apartment.",False,18,True,0
"Karachi, Sindh, Pakistan",False,24.81081,67.02265,Luxury 2-bed/2-bath flat in the heart of Clifton,4.0,57.0,57.0,USD,nightly,Rehana,1.0,https://www.airbnb.com/users/show/440667890,440667890.0,Urdu,English,Punjabi,Pashto,Not Available,0.5,within a day,Rehana,Entire place,4.0,Not Available,False,5,False,0
"Karachi, Sindh, Pakistan",False,24.82259,67.1042,Luxury Apartment 2-Bedroom and Lounge for 4 people,4.0,45.0,45.0,USD,nightly,Abdullah,1.0,https://www.airbnb.com/users/show/163774199,163774199.0,English,हिन्दी,Punjabi,Pashto,Not Available,1.0,within a few hours,Abdullah,Entire place,5.0,"Hey!!!
I love to travel in difrrent part of world but in low budget.
I would like to know about cultures.
I'm not foody but like to taste diffrent types of food.
Music❤
Dance❤
Parties❤",True,0,False,0
"Lahore, Punjab, Pakistan",False,31.35676,74.18474,Luxury apartment in front of Eiffel Tower Monument,3.0,45.0,45.0,USD,nightly,Asif,1.0,https://www.airbnb.com/users/show/305429285,305429285.0,Urdu,English,Punjabi,Pashto,Not Available,0.5,within a day,Asif,Private room ,5.0,Not Available,False,15,True,0
"Lahore, Punjab, Pakistan",False,31.35685,74.1853,Luxury Apartment in the heart of Bahria Town,2.0,46.0,46.0,USD,nightly,Zeeshan,1.0,https://www.airbnb.com/users/show/355045104,355045104.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Zeeshan,Entire place,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.36049,74.18803,Luxury Apartments Nishter Heights Bahria Town,4.0,29.0,29.0,USD,nightly,Suleman,1.0,https://www.airbnb.com/users/show/386148581,386148581.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Suleman,Private room ,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.67,72.996,Luxury bedroom near Serena - Heart of Islamabad,4.0,31.0,31.0,USD,nightly,Mahnoor,1.0,https://www.airbnb.com/users/show/283145811,283145811.0,English,ਪੰਜਾਬੀ,Punjabi,Pashto,Not Available,0.0,a few days or more,Mahnoor,Private room,4.5,"I'm a university student doing this on the side. I can provide an extensive guide regarding transportation, cafes, restaurants etc. I'm very hospitable and would love to help you plan your trip",False,22,True,0
"Lahore, Punjab, Pakistan",False,31.45615,74.39161,Luxury bedrooms in dha phase 4 peacefully place,4.0,21.0,21.0,USD,nightly,Ali,1.0,https://www.airbnb.com/users/show/349890266,349890266.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Ali,Shared room ,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.36652,74.1867,Luxury Class 1 Bedroom Apartments,4.0,51.0,51.0,USD,nightly,Bilal,1.0,https://www.airbnb.com/users/show/382094945,382094945.0,العربية,English,हिन्दी,ਪੰਜਾਬੀ,Not Available,1.0,within an hour,Bilal,Entire place,5.0,Not Available,False,2,True,0
"Lahore, Punjab, Pakistan",False,31.52268,74.37402,Luxury Executive Room,1.0,40.0,40.0,USD,nightly,Afshan,1.0,https://www.airbnb.com/users/show/360488787,360488787.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Afshan,Private room ,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.47414,74.28035,Luxury executive rooms near Airport and DHA -5,6.0,46.0,46.0,USD,nightly,Zeeshan,1.0,https://www.airbnb.com/users/show/218023047,218023047.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Zeeshan,Private room ,5.0,Not Available,False,0,False,0
"Rawalpindi, Punjab, Pakistan",False,33.54721,73.12424,luxury family apartment in Bahria Twn Phase 4,2.0,19.0,19.0,USD,nightly,Syed Shah,1.0,https://www.airbnb.com/users/show/341625388,341625388.0,English,ਪੰਜਾਬੀ,Punjabi,Pashto,Not Available,1.0,within an hour,Syed Shah,Entire place,4.47,Not Available,False,34,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.6643,73.0684,Luxury family house in islamabad zaraj society,2.0,57.0,57.0,USD,nightly,Johar,1.0,https://www.airbnb.com/users/show/402682333,402682333.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Johar,Entire place,5.0,Not Available,True,0,False,0
"Rawalpindi, Punjab, Pakistan",False,33.7291,73.06941,Luxury Guest room,2.0,40.0,40.0,USD,nightly,Mir Aslam,1.0,https://www.airbnb.com/users/show/338330882,338330882.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.0,a few days or more,Mir Aslam,Private room,5.0,Not Available,False,9,True,0
"Lahore, Punjab, Pakistan",False,31.4592,74.26852,"Luxury Home - Johar Town, Lahore",4.0,58.0,58.0,USD,nightly,Masu,1.0,https://www.airbnb.com/users/show/384505583,384505583.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Masu,Entire place,5.0,Not Available,False,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",True,33.65014,72.96776,LUXURY Hommy Bedroom.101,2.0,22.0,22.0,USD,nightly,Khurram,1.0,https://www.airbnb.com/users/show/425466620,425466620.0,العربية,English,हिन्दी,Pashto,Not Available,0.98,within a few hours,Khurram,Private room,4.88,Not Available,False,51,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.70234,72.97431,Luxury Hood,4.0,68.0,68.0,USD,nightly,Hassan,1.0,https://www.airbnb.com/users/show/197065373,197065373.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Hassan,Private room,5.0,"Friendly, social and love to explore new destinations",False,0,False,0
"Lahore, Punjab, Pakistan",False,31.4556,74.31123,Luxury Hotel at the Heart of Lahore,3.0,46.0,46.0,USD,nightly,Umer,1.0,https://www.airbnb.com/users/show/64575751,64575751.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Umer,Private room ,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.54496,74.33215,Luxury Hotel Shadman Gulberg,2.0,38.0,38.0,USD,nightly,Umer,1.0,https://www.airbnb.com/users/show/374290045,374290045.0,Urdu,English,Punjabi,Pashto,Not Available,0.14,a few days or more,Umer,Private room ,5.0,Not Available,False,1,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.6934,72.98145,"Luxury inn. (Brand new apartment, sanitized)",5.0,37.0,37.0,USD,nightly,Wali,1.0,https://www.airbnb.com/users/show/82075817,82075817.0,Urdu,English,Punjabi,Pashto,Not Available,0.74,within a few hours,Wali,Entire place,4.68,Not Available,False,84,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.53891,73.09569,Luxury room,2.0,51.0,51.0,USD,nightly,Haider,1.0,https://www.airbnb.com/users/show/340983919,340983919.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Haider,Private room,5.0,Not Available,False,0,False,0
"Rawalpindi, Punjab, Pakistan",False,33.54876,73.13494,Luxury room for families only in Bahria,3.0,78.0,78.0,USD,nightly,Shazia,1.0,https://www.airbnb.com/users/show/373000353,373000353.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Shazia,Private room,5.0,Not Available,True,0,False,0
"Rawalpindi, Punjab, Pakistan",False,33.54809,73.13341,Luxury room for family in Bahria Town.,3.0,78.0,78.0,USD,nightly,Shazia,1.0,https://www.airbnb.com/users/show/373000353,373000353.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Shazia,Private room,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.36898,74.1871,Luxury room for private stay with privacy guarante,2.0,34.0,34.0,USD,nightly,Muhammad,1.0,https://www.airbnb.com/users/show/405448663,405448663.0,English,हिन्दी,Punjabi,Pashto,Not Available,1.0,within a day,Muhammad,Private room ,5.0,I am doctor by profession and own a luxury flat at prime location in bahria town Lahore and well come you at our place as a guest.,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.4963,74.33089,Luxury rooms at cheap rates,3.0,34.0,34.0,USD,nightly,Muhammad,1.0,https://www.airbnb.com/users/show/318672824,318672824.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Muhammad,Private room ,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.49666,74.33273,Luxury rooms available at cheap rates,2.0,34.0,34.0,USD,nightly,Muhammad,1.0,https://www.airbnb.com/users/show/318672824,318672824.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Muhammad,Private room ,5.0,Not Available,True,0,False,0
"Rawalpindi, Punjab, Pakistan",False,33.54902,73.13323,Luxury rooms for families only in Bahria,3.0,78.0,78.0,USD,nightly,Shazia,1.0,https://www.airbnb.com/users/show/373000353,373000353.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Shazia,Private room,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",True,31.53031,74.35698,Luxury Rooms in Gulberg,2.0,56.0,56.0,USD,nightly,Imran,1.0,https://www.airbnb.com/users/show/385951101,385951101.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Imran,Private room ,5.0,Not Available,False,7,True,0
"Lahore, Punjab, Pakistan",False,31.4717,74.31278,Luxury Rooms Model Town,16.0,23.0,23.0,USD,nightly,Khizer,1.0,https://www.airbnb.com/users/show/435563992,435563992.0,Urdu,English,Punjabi,Pashto,Not Available,0.25,a few days or more,Khizer,Private room ,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.53513,74.342,"Luxury Rooms Near Jail Road, Lahore",3.0,51.0,51.0,USD,nightly,Mustafa,1.0,https://www.airbnb.com/users/show/331981672,331981672.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Mustafa,Private room ,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.5207,74.35802,Luxury Villa Near Airport,2.0,56.0,56.0,USD,nightly,Humaira,1.0,https://www.airbnb.com/users/show/329961587,329961587.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Humaira,Private room ,5.0,Not Available,False,3,False,0
"Rawalpindi, Punjab, Pakistan",False,33.51974,73.0881,"M & H's Royal Suite
(Free Wifi & Netflix)",4.0,47.0,47.0,USD,nightly,Muneeb,1.0,https://www.airbnb.com/users/show/309950325,309950325.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Muneeb,Entire place,5.0,Not Available,False,7,True,0
"Lahore, Punjab, Pakistan",True,31.47751,74.38761,Magnum,4.0,40.0,40.0,USD,nightly,Raja,1.0,https://www.airbnb.com/users/show/142486315,142486315.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Raja,Private room ,4.69,I am an easy going person and would love to leave a great impression.,False,166,True,0
"Lahore, Punjab, Pakistan",False,31.35112,74.20449,Malik Hostel,2.0,51.0,51.0,USD,nightly,Salman,1.0,https://www.airbnb.com/users/show/244299620,244299620.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Salman,Private room ,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.56112,74.32083,Mall road place. King size bed/Workspace,3.0,22.0,22.0,USD,nightly,Usama,1.0,https://www.airbnb.com/users/show/192313792,192313792.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.97,within an hour,Usama,Entire place,4.0,"Contemporarily scholar of Philosophy and Economics in local University
Humanist and always looking forward to go one step forward in assisting
I would love to give my guests best of what I can, to make their stay comfortable at my place.",False,79,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.70685,72.98228,Margalla Hills Residency Islamabad,16.0,40.0,40.0,USD,nightly,Sajzy,1.0,https://www.airbnb.com/users/show/302937975,302937975.0,English,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Sajzy,Private room,5.0,Not Available,False,2,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.7054,72.97935,Margalla view 2 bed faimly aprtment,4.0,57.0,57.0,USD,nightly,Sangeen,1.0,https://www.airbnb.com/users/show/333242180,333242180.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Sangeen,Entire place,5.0,Not Available,False,5,True,0
"Lahore, Punjab, Pakistan",False,31.50177,74.35394,Marriodd Hotel - Luxurious Stay,1.0,18.0,18.0,USD,nightly,Tanveer,1.0,https://www.airbnb.com/users/show/304460723,304460723.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Tanveer,Private room ,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.39901,74.26087,Mashallah home,3.0,57.0,57.0,USD,nightly,Usama,1.0,https://www.airbnb.com/users/show/230136417,230136417.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Usama,Private room ,5.0,Not Available,False,1,False,0
"Karachi, Sindh, Pakistan",False,24.81296,67.05198,Mashwani Guest  House,2.0,34.0,34.0,USD,nightly,Attiq,1.0,https://www.airbnb.com/users/show/217799104,217799104.0,English,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Attiq,Private room,2.33,One Of our top picks in Karachi - and guest favourite.,False,5,True,0
