type,name,description
hotel,Stream View Guest House - Economy Quadruple Room,"Stream View Guest House - Economy Quadruple Room located at address not available in Skardu, costs Rs12648 per night. Description: DetailsLocated in Skardu, Stream View Guest House offers accommodation with seating area. This property offers access to a terrace and free private parking. The quadruple room features soundproof walls, a seating area, a dining area as well as a terrace with garden views. The unit offers 4 beds.Website."
hotel,Rakaposhi Amin Guest House,"Rakaposhi Amin Guest House located at address not available in Hunza, costs Rs13515 per night. Description: DetailsWith a stay at Rakaposhi Amin Guest House in Pissan, you'll be in the mountains, and 18.2 mi (29.2 km) from Sacred Rocks at Hunza and 18.2 mi (29.2 km) from Ganish Village.  This guesthouse is 18.8 mi (30.3 km) from Channel Walk and 19 mi (30.5 km) from Duikar.  Stay in one of 8 guestrooms featuring LED televisions. Complimentary wireless internet access keeps you connected, and cable programming is available for your entertainment. Bathrooms have showers and complimentary toiletries.Website."
hotel,The Himalayan Guest House - Deluxe Triple Room,"The Himalayan Guest House - Deluxe Triple Room located at address not available in Skardu, costs Rs12648 per night. Description: DetailsBoasting a shared lounge, The Himalayan Guest House is situated in Skardu. Private parking is available on site at this recently renovated property. The property offers car hire and features a garden and outdoor fireplace. The triple room is equipped with carpeted floors, a sofa, a wardrobe and a safe deposit box. The unit offers 2 beds.Website."
hotel,2 Bed Chalet - Yasam Cloud Nine And a Half Hunza,"2 Bed Chalet - Yasam Cloud Nine And a Half Hunza located at address not available in Hunza, costs Rs66124 per night. Description: DetailsTravel to Karimabad and discover this charming, cosy chalet that's full of character. This Villa makes a welcome retreat from busy schedules and modern life.The construction is very unique and eco-sustainable. This executive chalet is made of earthy materials as a homage to the local architectural practices. The wall and mud and clay plastered and the ceiling and roof is made of raw tree branches, covered with clay and mud. It gives very warm and cosy cottage like feeling. As a free-standing independent two bedroom chalet, you'll find everything you need for a perfect stay. The elevated hut is a perfect place to relax and offers a television and internet access. A perfect getaway for a Digital Nomad.There are two double/twin bedrooms and a lounge. Lounge got kitchenette facility with tea-making and microwave facility. There is 1 bathroom. It has a toilet and sink and a walk-in shower. Linen and towels are all included to make your stay more enjoyable. The chalet has its own balcony and private bathroom. The balcony is made of wood and replicated the balcony of a local 'Baltit' fort. House Rules:- Check-in time is 12pm and check-out is 11am.- Smoking is not allowed indoors.- There are free parking on premises parking facilities available at the property.- Pets are allowed at the property.Website."
hotel,The Himalayan Guest House - Deluxe Double Room,"The Himalayan Guest House - Deluxe Double Room located at address not available in Skardu, costs Rs12648 per night. Description: DetailsBoasting a shared lounge, The Himalayan Guest House is situated in Skardu. Private parking is available on site at this recently renovated property. The property offers car hire and features a garden and outdoor fireplace. The double room is fitted with carpeted floors, a sofa, a wardrobe, a safe deposit box as well as garden views. The unit has 1 bed.Website."
hotel,Manasau Resort - Deluxe Double Room,"Manasau Resort - Deluxe Double Room located at address not available in Hunza, costs Rs12648 per night. Description: DetailsA sustainable homestay set in Hunza, Manasau Resort features a garden. This property offers access to a terrace, free private parking and free WiFi. The homestay features family rooms. The double room provides executive lounge access, a dining area, a terrace with garden views as well as a private bathroom featuring a shower. The unit offers 1 bed.Website."
hotel,SERENA ALTIT FORT RESIDENCE - Standard Twin Room with Mountain View,"SERENA ALTIT FORT RESIDENCE - Standard Twin Room with Mountain View located at address not available in Hunza, costs Rs12648 per night. Description: DetailsWith garden views, SERENA ALTIT FORT RESIDENCE is situated in Hunza and has a restaurant and full-day security. Featuring mountain and river views, this luxury tent also includes free WiFi. The twin room provides a flat-screen TV with cable channels, a minibar, a tea and coffee maker, heating as well as garden views. The unit offers 2 beds.Website."
hotel,Amn e Yal- Private Family Residence in Hunza,"Amn e Yal- Private Family Residence in Hunza located at address not available in Hunza, costs Rs12648 per night. Description: DetailsEnglish,TV,Fan,Linens,Coffee or tea,Toiletries,Towels,Closet,Iron,Washer,Security [24-hour],Free parking,Website."
hotel,Baigs Paradise Guest House,"Baigs Paradise Guest House located at 8J7C+7MX, N-35, Aliabad, Ali Abad, Gilgit-Baltistan in Hunza, costs Rs11473 per night. Description: Check-out time: 11:00."
hotel,Book Entire Cozy Traditional Home in Hunza Valley with Views  Modern Amenities,"Book Entire Cozy Traditional Home in Hunza Valley with Views  Modern Amenities located at address not available in Hunza, costs Rs12648 per night. Description: DetailsThis vacation home is located in Karimabad. Sacred Rocks at Hunza and Ganish Village are local landmarks, and the area's natural beauty can be seen at Attabad Lake and Pasu Glacier. Explore all the area has to offer with hiking/biking trails, rock climbing, and mountain climbing.   Experience a stay like no other when you visit this traditional home nestled in the breathtaking Hunza Valley! Not only will you get to witness magnificent mountains such as Mount Rakaposhi, but you can also learn about the culture of locals. You don’t have to worry about parking either, for this wonderful residence is only 200 meters away from the Karakoram Highway and it comes with its very own access road and free parking. You will be able to explore all of the Hunza tourist attractions and when you come back at night, you can relax in a spacious room or living room. Even better, enjoy beautiful views from your lawn as you lounge under fruit trees! A unique stay awaits in Hunza Valley.Website."
hotel,Farman Lodges,"Farman Lodges located at 8MG7+P9P, Barashal Hunza, Karimabad, Gilgit-Baltistan in Hunza, costs Rs12648 per night. Description: Check-out time: 12:00."
hotel,Ibadat Shah Lodges,"Ibadat Shah Lodges located at address not available in Hunza, costs Rs9271 per night. Description: Family-friendly environment with modern facilities.."
hotel,Sultan's Guest House - Double Room with Private Bathroom,"Sultan's Guest House - Double Room with Private Bathroom located at address not available in Skardu, costs Rs4049 per night. Description: DetailsWith mountain views, Sultan's Guest House is located in Skardu and has accommodation with a kitchen. This guest house features a garden and free private parking. The guest house has family rooms. Offering free toiletries, this double room includes a private bathroom with a shower and slippers. The double room's kitchen, which has kitchenware, is available for cooking and storing food. The double room offers a sofa, garden views and fruit. The unit has 1 bed.Website."
hotel,Skardu eat and stay - Budget Double Room,"Skardu eat and stay - Budget Double Room located at address not available in Skardu, costs Rs2430 per night. Description: DetailsA recently renovated aparthotel situated in Skardu, Skardu eat and stay features free bikes. This aparthotel features free private parking, free shuttle service and free WiFi. The double room's kitchenette, which has kitchenware, is available for cooking and storing food. The double room offers soundproof walls, a seating area, a dining area as well as a terrace with mountain views. The unit has 1 bed.Website."
hotel,"Royal's Villa by Premiere Inn, Hunza - King Room with Mountain View","Royal's Villa by Premiere Inn, Hunza - King Room with Mountain View located at address not available in Hunza, costs Rs20815 per night. Description: DetailsSet in Hunza in the Gilgit-Baltistan region, Royal's Villa by Premiere Inn, Hunza has a balcony. Boasting a 24-hour front desk, this property also provides guests with an outdoor fireplace. Guests will find a tea and coffee maker in the kitchen. The double room also has a barbecue. The double room offers a washing machine, soundproof walls, a terrace with garden views as well as a private bathroom featuring a bath. The unit offers 1 bed.."
hotel,Trout Villa Skardu,"Trout Villa Skardu located at address not available in Skardu, costs Rs19374 per night. Description: DetailsVilla in Skardu with free parkingAlong with dry cleaning, this smoke-free villa has laundry facilities and a 24-hour front desk. Self parking is free. Other amenities include free newspapers. All 12 villas offer free WiFi, kitchens, and LED TVs with cable channels. Trout Villa Skardu offers 12 accommodations. Accommodations all include kitchens. This Skardu villa provides complimentary wireless Internet access. 32-inch LED televisions come with cable channels.  Website."
hotel,Sevinc with Forest View - Cloud Nine and a Half,"Sevinc with Forest View - Cloud Nine and a Half located at address not available in Hunza, costs Rs42533 per night. Description: DetailsTravel to Karimabad and discover this charming, cosy chalet that's full of character. This Villa makes a welcome retreat from busy schedules and modern life.The construction is very unique and eco-sustainable. Its an elevated structure with metal frame and glass front. The walls are made with mud and concrete mix for better insulation. High roof windows are incorporated in the design to provide ample sunlight in the room. As a free-standing independent single bedroom chalet, you'll find everything you need for a perfect stay. The elevated hut is a perfect place to relax and offers a television and internet access. A perfect getaway for a Digital Nomad.You have an option to request for a double bed or twin single beds in your chalet. There is 1 bathroom. It has a toilet and sink and a walk-in shower. Linen and towels are all included to make your stay more enjoyable.The chalet has its own balcony and private bathroom.House Rules:- Check-in time is 12pm and check-out is 11am.- Smoking is not allowed indoors.- There are free parking on premises parking facilities available at the property.- Pets are allowed at the property.Website."
hotel,Sarfaranga Residency - Family Suite,"Sarfaranga Residency - Family Suite located at address not available in Skardu, costs Rs6300 per night. Description: DetailsSarfaranga Residency is situated in Skardu. This guest house has a garden and free private parking. Boasting family rooms, this property also provides guests with a terrace. The nearest airport is Skardu Airport, a few steps from the guest house. The unit has 3 beds.Website."
hotel,Zihin with Forest view - Cloud Nine And a Half,"Zihin with Forest view - Cloud Nine And a Half located at address not available in Hunza, costs Rs42533 per night. Description: DetailsTravel to Karimabad and discover this charming, cosy chalet that's full of character. This Villa makes a welcome retreat from busy schedules and modern life.The construction is very unique and eco-sustainable. Its an elevated structure with metal frame and glass front. The walls are made with mud and concrete mix for better insulation. High roof windows are incorporated in the design to provide ample sunlight in the room. As a free-standing independent single bedroom chalet, you'll find everything you need for a perfect stay. The elevated hut is a perfect place to relax and offers a television and internet access. A perfect getaway for a Digital Nomad.You have an option to request for a double bed or twin single beds in your chalet. There is 1 bathroom. It has a toilet and sink and a walk-in shower. Linen and towels are all included to make your stay more enjoyable.The chalet has its own balcony and private bathroom.House Rules:- Check-in time is 12pm and check-out is 11am.- Smoking is not allowed indoors.- There are free parking on premises parking facilities available at the property.- Pets are allowed at the property.Website."
hotel,YULGO GUEST HOUSE,"YULGO GUEST HOUSE located at address not available in Skardu, costs Rs2449 per night. Description: DetailsYULGO GUEST HOUSE is set in Skardu and offers a terrace. This guest house has a garden and free private parking. A dishwasher, an oven and a toaster can be found in the kitchen. The property has an outdoor dining area.Website."
hotel,Zihin With Forest View - Cloud Nine And a Half,"Zihin With Forest View - Cloud Nine And a Half located at address not available in Hunza, costs Rs41655 per night. Description: DetailsComfortable chalet in Karimabad with free parkingFree self parking and free WiFi in public areas are available at this chalet. This chalet offers 3 accommodations, which are accessible via exterior corridors. Accommodations at this 3-star chalet have kitchens with microwaves. Bathrooms include bathtubs or showers. Guests can surf the web using the complimentary wireless Internet access.  Website."
hotel,skardu eat and stay,"skardu eat and stay located at address not available in Skardu, costs Rs10700 per night. Description: DetailsThis apartment is located in Skardu. Skardu Fort and Buddha Relief are local landmarks, and the area's natural beauty can be seen at Jarba Zhou Lake and Kachura Lake.   Located in Skardu, Hotel saspolo skardu features a garden, terrace and free WiFi. There is a restaurant serving Indian cuisine, and free private parking is avilabelLocated in Skardu, Hotel saspolo skardu features a garden, terrace and free WiFi. There is a restaurant serving Indian cuisine, and free private parking is available.An Asian breakfast is available daily at the hotel.Website."
hotel,Stunning Cliff-edge 2-Bedroom Chalet in Karimabad,"Stunning Cliff-edge 2-Bedroom Chalet in Karimabad located at address not available in Hunza, costs Rs12648 per night. Description: DetailsThis chalet is probably the highest, right on the cliff-edge 2 bedroom chalet which is equipped with hot running water and air-conditioning. It is about 250-300ft above the main KKH highway passing under it. The views of the entire valley are just stunning from this property. To maximise the views, most of the walls are made of glass within metal frame, allowing almost 260 degrees viewing angles. You can see several 6000m plus peaks from the comfort of your bed.The construction is very unique and eco-sustainable. Its an elevated structure with metal frame and glass front. The walls are made with mud and concrete mix for better insulation. High roof windows are incorporated in the design to provide ample sunlight in the room. As a free-standing independent two bedroom chalet, you'll find everything you need for a perfect stay. The elevated hut is a perfect place to relax and offers a television and internet access. A perfect getaway for a Digital Nomad.There are two double/twin bedrooms and a lounge. Lounge got kitchenette facility with tea-making and microwave facility. There is 1 bathroom. It has a toilet and sink and a walk-in shower. Linen and towels are all included to make your stay more enjoyable.The chalet has its own balcony and private bathroom. the highest peak of the valley namely: Rakaposhi peak (7788m) is very visible from here.House Rules:- Check-in time is 12pm and check-out is 11am.- Smoking is not allowed indoors.- There are free parking on premises parking facilities available at the property.- Pets are allowed at the property.Website."
hotel,Manasau Resort - Deluxe Family Suite,"Manasau Resort - Deluxe Family Suite located at address not available in Hunza, costs Rs12648 per night. Description: DetailsA sustainable homestay set in Hunza, Manasau Resort features a garden. This property offers access to a terrace, free private parking and free WiFi. The homestay features family rooms. The family room offers executive lounge access, a dining area, a terrace with garden views as well as a private bathroom boasting a shower. The unit has 4 beds.Website."
hotel,The Heaven Guest House - Double Room,"The Heaven Guest House - Double Room located at address not available in Skardu, costs Rs11494 per night. Description: DetailsThe Heaven Guest House is situated in Skardu and offers a garden and a terrace. This property offers access to a balcony and free private parking. The guest house has private entrance. A seating area with a flat-screen TV, a private entrance and a balcony are featured in this double room. The unit offers 1 bed.Website."
hotel,"Royal's Villa by Premiere Inn, Hunza - Deluxe Double Room","Royal's Villa by Premiere Inn, Hunza - Deluxe Double Room located at address not available in Hunza, costs Rs12648 per night. Description: DetailsSet in Hunza in the Gilgit-Baltistan region, Royal's Villa by Premiere Inn, Hunza has a balcony. Boasting a 24-hour front desk, this property also provides guests with an outdoor fireplace. Guests have the option of using either the kitchen or the barbecue to prepare their meals. The double room provides a washing machine, soundproof walls, a terrace with garden views as well as a private bathroom featuring a bath. The unit offers 1 bed.Website."
hotel,Skardu Saraye Hotel  Resort,"Skardu Saraye Hotel  Resort located at address not available in Skardu, costs Rs12648 per night. Description: DetailsEnglish,Free Wi-Fi in all rooms!,Internet,Internet services,Wi-Fi in public areas,Fishing,Garden,Anti-viral cleaning products,Breakfast in room,Hot water linen and laundry washing,Individually-wrapped food options,Physical distancing of at least 1 meter,Professional-grade sanitizing services,Room sanitization opt-out available,Rooms sanitized between stays,Safe dining setup,Sanitized kitchen and tableware items,Staff trained in safety protocol,BBQ facilities,Restaurants,Room service,Air conditioning in public area,Daily housekeeping,Dry cleaning,Food delivery,Grooming service,Invoice provided,Ironing service,Terrace,Family room,Check-in/out [private],Front desk [24-hour],Non-smoking rooms,Security [24-hour],Airport transfer,Car park [free of charge],Rental car ,Shuttle service,Balcony/terrace,Bathtub,Carpeting,Cleaning products,Closet,Clothes rack,Fan,Free bottled water,Hand sanitizer,Heating,Ironing facilities,Private bathroom,Shower,Sofa,Toiletries,Towels,Website."
hotel,Royal's Villa - Executive Room,"Royal's Villa - Executive Room located at address not available in Hunza, costs Rs12648 per night. Description: DetailsWith a stay at Royal's Villa in Karimabad, you'll be within a 5-minute drive of Sacred Rocks at Hunza and Ganish Village.  This guesthouse is 3.3 mi (5.4 km) from Channel Walk and 3.5 mi (5.6 km) from Duikar.  Make yourself at home in one of the 9 guestrooms. Complimentary wireless internet access is available to keep you connected. 1 Double BedOverlooking the mountainsLayout - Bedroom Internet - Free WiFi 25+ Mbps Comfort - Fresh bed sheets (on request) and fresh towels (on request)Need to Know - Housekeeping on request, no cribs (infant beds) or rollaway/extra beds availableNon-SmokingWebsite."
hotel,Organic Villa with spacious Lawn,"Organic Villa with spacious Lawn located at address not available in Skardu, costs Rs12648 per night. Description: DetailsThis villa is located in Skardu. Skardu Fort and Buddha Relief are local landmarks, and the area's natural beauty can be seen at Jarba Zhou Lake and Kachura Lake.   The Villa offers natural environment for passionate travelers eager to rejuvenate their body and soul. With spacious lawn having various fruit trees and rooftop for breath taking view of skardu, villa is a great place to enjoy. Exclusive Private Space with sadpara lake at a drive of one hour and in proximity of city makes it a perfect place to live.Website."
hotel,Royal's Villa - Standard Room,"Royal's Villa - Standard Room located at address not available in Hunza, costs Rs12648 per night. Description: DetailsWith a stay at Royal's Villa in Karimabad, you'll be within a 5-minute drive of Sacred Rocks at Hunza and Ganish Village.  This guesthouse is 3.3 mi (5.4 km) from Channel Walk and 3.5 mi (5.6 km) from Duikar.  Make yourself at home in one of the 9 guestrooms. Complimentary wireless internet access is available to keep you connected. 1 Double BedOverlooking the mountainsLayout - Bedroom Internet - Free WiFi 25+ Mbps Comfort - Fresh bed sheets (on request) and fresh towels (on request)Need to Know - Housekeeping on request, no cribs (infant beds) or rollaway/extra beds availableNon-SmokingWebsite."
hotel,Taaj Residence Skardu - Deluxe Double Room,"Taaj Residence Skardu - Deluxe Double Room located at address not available in Skardu, costs Rs12648 per night. Description: DetailsLocated in Skardu, Taaj Residence Skardu features accommodation with seating area. This guest house provides free private parking and a 24-hour front desk. Featuring family rooms, this property also provides guests with an outdoor fireplace. The double room features a seating area, a dressing room, as well as a private bathroom boasting a shower and slippers. The double room offers a sofa and a carpeted floor. The unit has 1 bed.Website."
hotel,Al-Karim Family Guest House Hunza,"Al-Karim Family Guest House Hunza located at address not available in Hunza, costs Rs19310 per night. Description: DetailsWhen you stay at Al-Karim Family Guest House Hunza in Karimabad, you'll be in the mountains, within a 5-minute drive of Duikar and Bubulimating.  This guesthouse is 2 mi (3.2 km) from Mominabad Village and 2 mi (3.2 km) from Queen Victoria Monument.  Stay in one of 10 guestrooms featuring LCD televisions. Complimentary wireless internet access keeps you connected, and cable programming is available for your entertainment. Private bathrooms with showers feature designer toiletries and toothbrushes and toothpaste. Housekeeping is provided on request, and irons/ironing boards can be requested.Website."
hotel,Orangeloft Lower Kachura Lake,"Orangeloft Lower Kachura Lake located at address not available in Skardu, costs Rs12648 per night. Description: DetailsThis apartment is a great choice for a stay in Skardu.Website."
hotel,Mid Town Hotel,"Mid Town Hotel located at 8J49+QJ3, N-35, Aliabad, Ali Abad, Gilgit-Baltistan in Hunza, costs Rs12648 per night. Description: Comfortable stay with great amenities.."
hotel,Taaj Residence Skardu,"Taaj Residence Skardu located at 7JPV+C2R, 35.286326 75.642683, near NCHD Office, Kargrong, Skardu, Gilgit-Baltistan 16100 in Skardu, costs Rs5000 per night. Description: Check-out time: 12:00."
hotel,Embassy Villa Suites,"Embassy Villa Suites located at 8J8X+MX9, near Serena Hotel, Ganish, Karimabad, Hunza, Gilgit-Baltistan 43000 in Hunza, costs Rs12648 per night. Description: Check-out time: 12:00."
hotel,Taaj Residence Skardu - King Room with Garden View,"Taaj Residence Skardu - King Room with Garden View located at address not available in Skardu, costs Rs12648 per night. Description: DetailsLocated in Skardu, Taaj Residence Skardu features accommodation with seating area. This guest house provides free private parking and a 24-hour front desk. Featuring family rooms, this property also provides guests with an outdoor fireplace. The double room provides a private entrance, a seating area, as well as a private bathroom featuring a shower and slippers. The double room features carpeted floors and offers a dressing room, a sofa and garden views. The unit offers 1 bed.Website."
hotel,rakaposhi guest house,"rakaposhi guest house located at near karakarm highway ali abad, Hunza, hunza in Hunza, costs Rs12648 per night. Description: Great dining options and nearby attractions.."
hotel,Paradise Valley Guest House,"Paradise Valley Guest House located at 8J8X+MX9, Wazir Abad Rd, near Agha Khan, Hunza Valley Hunza, Karimabad, Gilgit-Baltistan 47114 in Hunza, costs Rs12499 per night. Description: Check-out time: 12:00."
hotel,Shehr-e-Arzoo - Family Room with Mountain View,"Shehr-e-Arzoo - Family Room with Mountain View located at address not available in Skardu, costs Rs12648 per night. Description: DetailsLocated in Skardu, Shehr-e-Arzoo provides accommodation with seating area. This guest house features a garden and free private parking. Featuring family rooms, this property also provides guests with a terrace. The family room includes a private bathroom, well-fitted with a bath, a shower, a hairdryer and slippers. Guests will find a stovetop and kitchenware in the kitchenette. The family room also offers a barbecue. Among the room amenities are a private entrance, executive lounge access, a seating area as well as an outdoor dining area and garden views. The unit offers 3 beds.Website."
hotel,Basilico Hunza Hotel & Restuarant,"Basilico Hunza Hotel & Restuarant located at 8MG7+HP8, Barashal Hunza, Karimabad, Gilgit-Baltistan in Hunza, costs Rs12648 per night. Description: Located in the heart of the city.."
hotel,Sehrish Guest House Skardu - Deluxe Twin Room,"Sehrish Guest House Skardu - Deluxe Twin Room located at address not available in Skardu, costs Rs12648 per night. Description: DetailsLocated in Skardu, Sehrish Guest House Skardu offers accommodation with seating area. Both free WiFi and parking on-site are available at the guest house free of charge. The twin room features a seating area and a sofa, as well as a private bathroom boasting a bath or a shower. The twin room offers a carpeted floor. The unit has 2 beds.Website."
hotel,راکاپوشی امین گیسٹ ہاؤس Rakaposhi Ameen Guest House,"راکاپوشی امین گیسٹ ہاؤس Rakaposhi Ameen Guest House located at 7G28+87V, Pisun Village, Pissan, Gilgit-Baltistan in Hunza, costs Rs12648 per night. Description: Located in the heart of the city.."
hotel,"Mountain view with big garden and beautiful view of apricots  cherry, treesand .","Mountain view with big garden and beautiful view of apricots  cherry, treesand . located at address not available in Skardu, costs Rs12648 per night. Description: Details1-Our location is very suitable for every side you want to travel 2-10 minutes drive from orange village3-15 minutes drive from international tourist point ShangriLa4-10 minutes drive for Skardu city5-2min Walk ALYousof restaurant so tasty 6-5 minutes drive for Katpana desert7- 15 minutes drive for Katpana lake9-20 minutes drive for sadpara lake 1-We offer our customer free pick and drop from Airport  2-Our location is very suitable because 5 minutes drive from airport and also located at main road 3-our guests house located at beautiful location and Clam down4-Our guests house located in our beautiful garden and we also provide our customer natural fruits and vegetables  from our green house 5-we have all types of local foods6- we travel with our customer natural and organic places8- our staff is  friendly and cooperative  9-we provide all service like at home."
hotel,Pamir Huts,"Pamir Huts located at 8J8X+MX9, Village Borith Gojal, District Hunza, GB, Hunza, Gilgit-Baltistan 15700 in Hunza, costs Rs12648 per night. Description: Great dining options and nearby attractions.."
hotel,Hargisa Hut,"Hargisa Hut located at address not available in Skardu, costs Rs12648 per night. Description: DetailsWebsite."
hotel,Park Hotel & Restaurant,"Park Hotel & Restaurant located at Sost Gojal, District Hunza, GB , Hunza, Pakistan Hunza, 15700 in Hunza, costs Rs12648 per night. Description: Perfect for business and leisure travelers.."
hotel,Eye view Guest house,"Eye view Guest house located at 7JGM+W6H, Skardu Mermat Chowk, Haji Gam, Skardu, 16100 in Skardu, costs Rs12648 per night. Description: Perfect for business and leisure travelers.."
hotel,GUEST NEST HUNZA,"GUEST NEST HUNZA located at 8J8H+5G3, Madal Gan, Hunza, Ali Abad in Hunza, costs Rs12648 per night. Description: Family-friendly environment with modern facilities.."
hotel,"Baltistan Fort, Resort Skardu","Baltistan Fort, Resort Skardu located at address not available in Skardu, costs Rs12648 per night. Description: DetailsBreakfast [free],Laundry service,Free face masks,Hand sanitizer,Front desk [24-hour],Pets allowed,Security [24-hour],Airport transfer,Car park [on-site],Cleaning products,Microwave,Refrigerator,Website."
hotel,Hunza Elysion Resort,"Hunza Elysion Resort located at Duiker Valley Altit Hunza Hunza Valley, 15600 in Hunza, costs Rs15841 per night. Description: Affordable luxury with excellent service.."
hotel,Regency Lodge Skardu - Four-Bedroom House,"Regency Lodge Skardu - Four-Bedroom House located at address not available in Skardu, costs Rs12648 per night. Description: DetailsSituated in Skardu, Regency Lodge Skardu has a terrace. This guest house features free private parking, a 24-hour front desk and free WiFi. The accommodation provides airport transfers, while a car rental service is also available. The unit has 8 beds.Website."
hotel,Burj Baltistan Intl Guest House - Deluxe Double Room with Balcony,"Burj Baltistan Intl Guest House - Deluxe Double Room with Balcony located at address not available in Skardu, costs Rs12648 per night. Description: DetailsLocated in Skardu in the Gilgit-Baltistan region, Burj Baltistan Intl Guest House features a garden. This property offers access to a balcony and free private parking. The double room features a safe deposit box, parquet floors, a balcony with garden views as well as a private bathroom boasting a bath. The unit has 2 beds.Website."
hotel,Hotel Sardina,"Hotel Sardina located at Hunza Valley, Momin Abad Hunza, 15600 in Hunza, costs Rs12648 per night. Description: Perfect for business and leisure travelers.."
hotel,Alibouq Hotel and Restaurant,"Alibouq Hotel and Restaurant located at 8J5C+37V, Aliabad, Ali Abad, Gilgit-Baltistan in Hunza, costs Rs12648 per night. Description: Check-out time: 11:00."
hotel,Wazir Guest House,"Wazir Guest House located at address not available in Skardu, costs Rs12648 per night. Description: DetailsWhen you stay at Wazir Guest House in Skardu, you'll be in the mountains, within a 5-minute drive of Qatal Gah and Italian K2 Museum.  This guesthouse is 1 mi (1.6 km) from Skardu Fort and 6.1 mi (9.8 km) from Buddha Relief.  Stay in one of 6 guestrooms featuring LCD televisions. Complimentary wireless internet access keeps you connected, and cable programming is available for your entertainment. Bathrooms have showers and complimentary toiletries. Conveniences include irons/ironing boards, and housekeeping is provided on request.Website."
hotel,Diamond guest house,"Diamond guest house located at 8MH7+7F, Barashal Hunza, Karimabad in Hunza, costs Rs12648 per night. Description: Affordable luxury with excellent service.."
hotel,Shahi villa Guest house,"Shahi villa Guest house located at address not available in Skardu, costs Rs12648 per night. Description: DetailsLocated in Skardu, Shahi villa Guest house is in the mountains, a 4-minute walk from Qatal Gah and within a 5-minute drive of Italian K2 Museum.  This guesthouse is 1.1 mi (1.8 km) from Skardu Fort and 6.3 mi (10.2 km) from Buddha Relief.  Stay in one of 9 guestrooms featuring LCD televisions. Complimentary wireless internet access keeps you connected, and cable programming is available for your entertainment. Private bathrooms with showers feature designer toiletries and toothbrushes and toothpaste. Housekeeping is provided on request, and irons/ironing boards can be requested.Website."
hotel,Hotel Al-Nazir,"Hotel Al-Nazir located at 8J8X+MX9, Afiatabad Sost, Hunza, 15600 in Hunza, costs Rs12648 per night. Description: Ideal for short and long stays.."
hotel,Margo's inn,"Margo's inn located at 8MC8+2F5, Shahnukhushal Road, Hunza, Karimabad, Gilgit-Baltistan in Hunza, costs Rs12648 per night. Description: Check-out time: 11:00."
hotel,Ain Family House Skardu,"Ain Family House Skardu located at address not available in Skardu, costs Rs12648 per night. Description: DetailsEnglish,Ticket services,Tours,Anti-viral cleaning products,Body thermometer,Breakfast in room,Breakfast takeaway service,First aid kit,Guest rooms seal after sanitization,Hand sanitizer,Hot water linen and laundry washing,Individually-wrapped food options,Physical distancing of at least 1 meter,Professional-grade sanitizing services,Room sanitization opt-out available,Rooms sanitized between stays,Safe dining setup,Sanitized kitchen and tableware items,Shared stationery removed,Staff trained in safety protocol,Temperature check for guests and staff,Coffee shop,Grocery delivery,Room service,Shared kitchen,Contactless check-in/out,Convenience store,Daily housekeeping,Dry cleaning,Food delivery,Grooming service,Heating in public area,Invoice provided,Ironing service,Laundry service,Safety deposit boxes,Terrace,Family room,Kids meal,CCTV in common areas,CCTV outside property,Check-in/out [express],Check-in/out [private],Fire extinguisher,Front desk [24-hour],Non-smoking rooms,Safety/security feature,Smoke alarms,Airport transfer,Car park [free of charge],Car park [nearby],Rental car ,Air conditioning,Carpeting,Clothes rack,Dressing room,Fan,Heating,Ironing facilities,Shared bathroom,Towels,Trash cans,Website."
hotel,Manthokha Guest House skardu,"Manthokha Guest House skardu located at address not available in Skardu, costs Rs12648 per night. Description: DetailsA stay at Manthokha Guest House skardu places you in the heart of Skardu, a 3-minute drive from Qatal Gah and 5 minutes from Skardu Fort.  This guesthouse is 3.5 mi (5.7 km) from Italian K2 Museum and 8.4 mi (13.5 km) from Buddha Relief.  Make yourself at home in one of the 5 guestrooms. Complimentary wireless internet access is available to keep you connected. Private bathrooms with showers feature designer toiletries and toothbrushes and toothpaste. Conveniences include phones, as well as complimentary newspapers and ceiling fans.Website."
hotel,Mountain Inn Hunza,"Mountain Inn Hunza located at address not available in Hunza, costs Rs15047 per night. Description: Check-out time: 12:00."
hotel,The Heaven Guest House - Deluxe Double Room,"The Heaven Guest House - Deluxe Double Room located at address not available in Skardu, costs Rs12648 per night. Description: DetailsWhen you stay at The Heaven Guest House in Skardu, you'll be in the mountains, within a 5-minute drive of Qatal Gah and Skardu Fort.  This guesthouse is 3 mi (4.8 km) from Italian K2 Museum and 7.8 mi (12.6 km) from Buddha Relief.  Stay in one of 10 guestrooms featuring LED televisions. Complimentary wireless internet access keeps you connected, and cable programming is available for your entertainment. Private bathrooms with showers feature complimentary toiletries and slippers. Conveniences include separate sitting areas and fans, and housekeeping is provided on request. 1 Double BedOverlooking the mountainsLayout - Separate sitting areaInternet - Free WiFi 25+ Mbps Entertainment - 32-inch LED TV with cable channelsBathroom - Private bathroom, shower, slippers, and free toiletriesPractical - Iron/ironing board and restaurant dining guideComfort - Fresh bed sheets (on request), fresh towels (on request), and fanNeed to Know - Housekeeping on request, no cribs (infant beds) or rollaway/extra beds availableNon-SmokingWebsite."
hotel,Diran Hotel,"Diran Hotel located at Highway, Khun Nagar, Minapin, 15100 in Hunza, costs Rs12648 per night. Description: Check-out time: 12:00."
